ticker,name,year,esg,e,s,g,sector,industry
BEN,FRANKLIN RESOURCES,2022,31.47,59.64,62.24,75.66,Financial Services,Asset Management
BEN,FRANKLIN RESOURCES,2023,40.81,53.91,62.92,74.58,Financial Services,Asset Management
BEN,FRANKLIN RESOURCES,2024,37.76,57.11,50.74,74.27,Financial Services,Asset Management
BG,BUNGE GLOBAL,2020,91.17,57.04,77.25,60.43,Consumer Defensive,Farm Products
BG,BUNGE GLOBAL,2021,94.5,57.28,81.28,57.99,Consumer Defensive,Farm Products
BG,BUNGE GLOBAL,2022,94.06,75.7,79.36,59.87,Consumer Defensive,Farm Products
BG,BUNGE GLOBAL,2023,82.26,77.84,75.77,58.88,Consumer Defensive,Farm Products
BG,BUNGE GLOBAL,2024,88.4,73.57,85.43,58.15,Consumer Defensive,Farm Products
BIIB,BIOGEN,2020,78.94,71.95,47.72,71.34,Healthcare,Drug Manufacturers - General
BIIB,BIOGEN,2021,78.24,82.62,47.27,71.55,Healthcare,Drug Manufacturers - General
BIIB,BIOGEN,2022,83.07,82.89,39.99,71.3,Healthcare,Drug Manufacturers - General
BIIB,BIOGEN,2023,78.62,88.88,53.84,71.79,Healthcare,Drug Manufacturers - General
BIIB,BIOGEN,2024,76.73,86.77,54.81,67.11,Healthcare,Drug Manufacturers - General
BK,BANK OF NEW YORK MELLON,2020,81.49,72.66,58.82,,Financial Services,Banks - Diversified
BK,BANK OF NEW YORK MELLON,2021,83.74,71.59,64.56,,Financial Services,Banks - Diversified
BK,BANK OF NEW YORK MELLON,2022,89.5,72.54,62.01,60.75,Financial Services,Banks - Diversified
BK,BANK OF NEW YORK MELLON,2023,87.73,61.89,61.04,55.03,Financial Services,Banks - Diversified
BK,BANK OF NEW YORK MELLON,2024,83.75,67.13,70.79,55.11,Financial Services,Banks - Diversified
BKNG,BOOKING HOLDINGS,2020,81.89,59.55,90.61,92.48,Consumer Cyclical,Travel Services
BKNG,BOOKING HOLDINGS,2021,75.79,75.19,90.55,85.86,Consumer Cyclical,Travel Services
BKNG,BOOKING HOLDINGS,2022,77.35,76.9,90.81,80.94,Consumer Cyclical,Travel Services
BKNG,BOOKING HOLDINGS,2023,74.12,71.42,91.3,79.34,Consumer Cyclical,Travel Services
BKNG,BOOKING HOLDINGS,2024,78.75,68.06,89.83,80.47,Consumer Cyclical,Travel Services
BKR,BAKER HUGHES A,2020,56.43,77.4,81.18,58.21,Energy,Oil & Gas Equipment & Services
BKR,BAKER HUGHES A,2021,55.37,84.43,78.36,57.51,Energy,Oil & Gas Equipment & Services
BKR,BAKER HUGHES A,2022,54.05,80.61,80.33,63.37,Energy,Oil & Gas Equipment & Services
BKR,BAKER HUGHES A,2023,55.32,68.49,77.29,59.56,Energy,Oil & Gas Equipment & Services
BKR,BAKER HUGHES A,2024,78.01,62.58,77.51,60.16,Energy,Oil & Gas Equipment & Services
BLDR,BUILDERS FIRSTSOURCE,2020,65.16,72.16,55.5,90.96,Industrials,Building Products & Equipment
BLDR,BUILDERS FIRSTSOURCE,2021,65.25,76.12,62.21,90.88,Industrials,Building Products & Equipment
BLDR,BUILDERS FIRSTSOURCE,2022,65.31,69.38,56.34,86.95,Industrials,Building Products & Equipment
BLDR,BUILDERS FIRSTSOURCE,2023,75.61,66.68,60.34,85.61,Industrials,Building Products & Equipment
BLDR,BUILDERS FIRSTSOURCE,2024,74.6,69.84,55.48,84.71,Industrials,Building Products & Equipment
BLK,BLACKROCK,2020,59.45,44.96,41.64,87.87,Financial Services,Asset Management
BLK,BLACKROCK,2021,67.93,43.28,47.03,91.01,Financial Services,Asset Management
BLK,BLACKROCK,2022,80.21,49.61,43.73,90.2,Financial Services,Asset Management
BLK,BLACKROCK,2023,79.61,77.57,42.83,85.19,Financial Services,Asset Management
BLK,BLACKROCK,2024,83.59,76.45,49.57,83.61,Financial Services,Asset Management
BMY,BRISTOL MYERS SQUIBB,2020,76.71,60.96,96.65,64.75,Healthcare,Drug Manufacturers - General
BMY,BRISTOL MYERS SQUIBB,2021,80.52,78.82,96.81,73.25,Healthcare,Drug Manufacturers - General
BMY,BRISTOL MYERS SQUIBB,2022,76.62,80.45,94.24,80.56,Healthcare,Drug Manufacturers - General
BMY,BRISTOL MYERS SQUIBB,2023,78.59,78.56,92.36,79.85,Healthcare,Drug Manufacturers - General
BMY,BRISTOL MYERS SQUIBB,2024,75.94,79.05,92.88,88.03,Healthcare,Drug Manufacturers - General
BR,BROADRIDGE FINL.SLTN.,2020,96.31,29.87,89.88,93.78,Technology,Information Technology Services
BR,BROADRIDGE FINL.SLTN.,2021,90.42,29.45,87.26,93.85,Technology,Information Technology Services
BR,BROADRIDGE FINL.SLTN.,2022,89.47,34.36,87.25,94.38,Technology,Information Technology Services
BR,BROADRIDGE FINL.SLTN.,2023,88.99,37.99,59.53,93.98,Technology,Information Technology Services
BR,BROADRIDGE FINL.SLTN.,2024,88.9,46.74,62.34,90.22,Technology,Information Technology Services
BRO,BROWN & BROWN,2020,67.63,41.9,64.41,81.5,Financial Services,Insurance Brokers
BRO,BROWN & BROWN,2021,62.53,44.09,78.84,91.55,Financial Services,Insurance Brokers
BRO,BROWN & BROWN,2022,62.93,44.68,78.95,86.16,Financial Services,Insurance Brokers
BRO,BROWN & BROWN,2023,78.67,44.76,77.04,59.37,Financial Services,Insurance Brokers
BRO,BROWN & BROWN,2024,78.29,43.36,75.79,52.81,Financial Services,Insurance Brokers
BSX,BOSTON SCIENTIFIC,2020,82.26,56.89,82.37,63.46,Healthcare,Medical Devices
BSX,BOSTON SCIENTIFIC,2021,82.36,57.17,81.57,76.4,Healthcare,Medical Devices
BSX,BOSTON SCIENTIFIC,2022,81.02,53.19,73.87,77.45,Healthcare,Medical Devices
BSX,BOSTON SCIENTIFIC,2023,70.39,52.74,70.48,75.46,Healthcare,Medical Devices
BSX,BOSTON SCIENTIFIC,2024,72.56,49.27,69.57,72.1,Healthcare,Medical Devices
BX,BLACKSTONE,2020,55.67,48.81,34.15,63.37,Financial Services,Asset Management
BX,BLACKSTONE,2021,45.53,48.76,41.17,62.68,Financial Services,Asset Management
BX,BLACKSTONE,2022,32.04,57.46,49.81,66.47,Financial Services,Asset Management
BX,BLACKSTONE,2023,26.84,57.02,51.03,62.84,Financial Services,Asset Management
BX,BLACKSTONE,2024,24.45,58.38,55.88,62.59,Financial Services,Asset Management
BXP,BXP,2020,71.38,82.0,92.33,30.45,Real Estate,REIT - Office
BXP,BXP,2021,74.73,78.9,92.64,30.17,Real Estate,REIT - Office
BXP,BXP,2022,74.71,83.65,91.77,31.14,Real Estate,REIT - Office
BXP,BXP,2023,76.54,81.63,91.94,37.29,Real Estate,REIT - Office
BXP,BXP,2024,74.94,80.15,87.87,42.85,Real Estate,REIT - Office
C,CITIGROUP,2020,40.09,83.58,54.26,78.85,Financial Services,Banks - Diversified
C,CITIGROUP,2021,46.98,86.01,44.26,75.89,Financial Services,Banks - Diversified
C,CITIGROUP,2022,43.77,84.2,50.25,78.02,Financial Services,Banks - Diversified
C,CITIGROUP,2023,46.79,83.91,50.77,64.72,Financial Services,Banks - Diversified
C,CITIGROUP,2024,52.22,80.94,45.51,77.16,Financial Services,Banks - Diversified
CAG,CONAGRA BRANDS,2020,63.36,82.0,60.56,66.96,Consumer Defensive,Packaged Foods
CAG,CONAGRA BRANDS,2021,63.14,81.07,58.91,76.82,Consumer Defensive,Packaged Foods
CAG,CONAGRA BRANDS,2022,70.12,81.26,50.56,76.62,Consumer Defensive,Packaged Foods
CAG,CONAGRA BRANDS,2023,57.49,85.22,50.92,72.53,Consumer Defensive,Packaged Foods
CAG,CONAGRA BRANDS,2024,64.07,73.69,50.28,76.93,Consumer Defensive,Packaged Foods
CAH,CARDINAL HEALTH,2020,52.47,58.9,48.86,44.17,Healthcare,Medical Distribution
CAH,CARDINAL HEALTH,2021,52.54,67.82,49.81,52.62,Healthcare,Medical Distribution
CAH,CARDINAL HEALTH,2022,48.75,68.68,54.84,53.61,Healthcare,Medical Distribution
CAH,CARDINAL HEALTH,2023,45.93,72.9,51.64,65.69,Healthcare,Medical Distribution
CAH,CARDINAL HEALTH,2024,52.03,71.1,60.89,60.13,Healthcare,Medical Distribution
CARR,CARRIER GLOBAL,2020,41.36,67.4,82.33,70.01,Industrials,Building Products & Equipment
CARR,CARRIER GLOBAL,2021,43.53,61.85,72.1,60.82,Industrials,Building Products & Equipment
CARR,CARRIER GLOBAL,2022,43.0,67.4,61.86,63.74,Industrials,Building Products & Equipment
CARR,CARRIER GLOBAL,2023,20.33,65.7,55.44,71.43,Industrials,Building Products & Equipment
CARR,CARRIER GLOBAL,2024,18.3,65.11,71.94,70.1,Industrials,Building Products & Equipment
CAT,CATERPILLAR,2020,57.42,52.65,71.48,60.09,Industrials,Farm & Heavy Construction Machinery
CAT,CATERPILLAR,2021,67.57,49.24,70.54,78.79,Industrials,Farm & Heavy Construction Machinery
CAT,CATERPILLAR,2022,72.77,49.87,64.35,82.46,Industrials,Farm & Heavy Construction Machinery
CAT,CATERPILLAR,2023,71.41,44.89,59.82,80.86,Industrials,Farm & Heavy Construction Machinery
CAT,CATERPILLAR,2024,71.45,43.39,76.96,66.56,Industrials,Farm & Heavy Construction Machinery
CB,CHUBB,2020,85.09,38.55,53.08,74.78,Financial Services,Insurance - Property & Casualty
CB,CHUBB,2021,86.85,47.24,59.11,80.41,Financial Services,Insurance - Property & Casualty
CB,CHUBB,2022,93.26,56.83,71.54,74.36,Financial Services,Insurance - Property & Casualty
CB,CHUBB,2023,91.93,60.64,71.29,73.38,Financial Services,Insurance - Property & Casualty
CB,CHUBB,2024,92.18,64.52,76.31,72.33,Financial Services,Insurance - Property & Casualty
CBOE,CBOE GLOBAL MARKETS(BTS),2020,64.62,94.7,39.88,67.93,Financial Services,Financial Data & Stock Exchanges
CBOE,CBOE GLOBAL MARKETS(BTS),2021,65.88,93.85,42.44,67.04,Financial Services,Financial Data & Stock Exchanges
CBOE,CBOE GLOBAL MARKETS(BTS),2022,66.95,93.78,37.59,66.82,Financial Services,Financial Data & Stock Exchanges
CBOE,CBOE GLOBAL MARKETS(BTS),2023,63.82,93.02,34.14,80.45,Financial Services,Financial Data & Stock Exchanges
CBOE,CBOE GLOBAL MARKETS(BTS),2024,57.05,90.48,32.42,69.75,Financial Services,Financial Data & Stock Exchanges
CBRE,CBRE GROUP CLASS A,2020,81.14,70.79,48.89,43.67,Real Estate,Real Estate Services
CBRE,CBRE GROUP CLASS A,2021,68.99,70.47,52.01,33.74,Real Estate,Real Estate Services
CBRE,CBRE GROUP CLASS A,2022,65.93,71.35,50.83,51.05,Real Estate,Real Estate Services
CBRE,CBRE GROUP CLASS A,2023,66.76,64.65,47.63,43.44,Real Estate,Real Estate Services
CBRE,CBRE GROUP CLASS A,2024,60.0,63.84,44.61,29.79,Real Estate,Real Estate Services
CCI,CROWN CASTLE,2020,21.46,90.98,70.89,77.64,Real Estate,REIT - Specialty
CCI,CROWN CASTLE,2021,23.07,94.02,73.24,79.21,Real Estate,REIT - Specialty
CCI,CROWN CASTLE,2022,31.51,90.94,74.72,81.72,Real Estate,REIT - Specialty
CCI,CROWN CASTLE,2023,28.6,80.37,65.25,81.34,Real Estate,REIT - Specialty
CCI,CROWN CASTLE,2024,25.25,70.77,62.81,81.7,Real Estate,REIT - Specialty
CCL,CARNIVAL,2020,66.56,78.89,73.54,47.94,Consumer Cyclical,Travel Services
CCL,CARNIVAL,2021,82.64,71.04,72.07,49.72,Consumer Cyclical,Travel Services
CCL,CARNIVAL,2022,67.04,70.55,74.49,50.56,Consumer Cyclical,Travel Services
CCL,CARNIVAL,2023,47.27,75.84,72.28,47.29,Consumer Cyclical,Travel Services
CCL,CARNIVAL,2024,58.36,,71.54,45.47,Consumer Cyclical,Travel Services
CDNS,CADENCE DESIGN SYS.,2020,72.56,72.01,73.26,72.19,Technology,Software - Application
CDNS,CADENCE DESIGN SYS.,2021,71.18,71.21,71.67,72.97,Technology,Software - Application
CDNS,CADENCE DESIGN SYS.,2022,55.7,70.11,66.1,73.93,Technology,Software - Application
CDNS,CADENCE DESIGN SYS.,2023,49.13,68.93,64.6,73.24,Technology,Software - Application
CDNS,CADENCE DESIGN SYS.,2024,74.79,66.32,58.06,71.94,Technology,Software - Application
CDW,CDW,2020,82.49,86.53,38.41,74.16,Technology,Information Technology Services
CDW,CDW,2021,79.71,93.41,43.33,74.94,Technology,Information Technology Services
CDW,CDW,2022,80.8,92.56,46.39,79.51,Technology,Information Technology Services
CDW,CDW,2023,77.48,90.14,38.11,78.76,Technology,Information Technology Services
CDW,CDW,2024,74.09,86.64,35.97,76.12,Technology,Information Technology Services
CEG,CONSTELLATION ENERGY,2020,37.16,67.65,63.07,86.52,Utilities,Utilities - Independent Power Producers
CEG,CONSTELLATION ENERGY,2021,34.07,83.22,57.12,82.48,Utilities,Utilities - Independent Power Producers
CEG,CONSTELLATION ENERGY,2022,42.46,74.93,53.94,86.27,Utilities,Utilities - Independent Power Producers
CEG,CONSTELLATION ENERGY,2023,46.66,77.8,59.43,84.38,Utilities,Utilities - Independent Power Producers
CEG,CONSTELLATION ENERGY,2024,45.1,77.51,57.39,82.15,Utilities,Utilities - Independent Power Producers
CF,CF INDUSTRIES HDG.,2020,65.34,64.79,50.68,62.62,Basic Materials,Agricultural Inputs
CF,CF INDUSTRIES HDG.,2021,63.73,71.03,55.55,63.62,Basic Materials,Agricultural Inputs
CF,CF INDUSTRIES HDG.,2022,73.15,59.09,58.01,60.12,Basic Materials,Agricultural Inputs
CF,CF INDUSTRIES HDG.,2023,70.77,51.57,58.55,61.27,Basic Materials,Agricultural Inputs
CF,CF INDUSTRIES HDG.,2024,68.99,67.06,55.28,60.8,Basic Materials,Agricultural Inputs
CHD,CHURCH & DWIGHT CO.,2020,52.5,43.89,59.56,50.98,Consumer Defensive,Household & Personal Products
CHD,CHURCH & DWIGHT CO.,2021,54.24,48.08,54.76,54.69,Consumer Defensive,Household & Personal Products
CHD,CHURCH & DWIGHT CO.,2022,56.09,53.08,56.83,55.65,Consumer Defensive,Household & Personal Products
CHD,CHURCH & DWIGHT CO.,2023,64.66,49.95,45.37,72.52,Consumer Defensive,Household & Personal Products
CHD,CHURCH & DWIGHT CO.,2024,61.99,55.96,61.05,71.96,Consumer Defensive,Household & Personal Products
CHRW,CH ROBINSON WWD.,2020,89.86,72.15,77.48,73.82,Industrials,Integrated Freight & Logistics
CHRW,CH ROBINSON WWD.,2021,85.73,72.67,81.92,75.9,Industrials,Integrated Freight & Logistics
CHRW,CH ROBINSON WWD.,2022,85.65,66.99,80.1,81.6,Industrials,Integrated Freight & Logistics
CHRW,CH ROBINSON WWD.,2023,48.38,65.74,83.13,82.34,Industrials,Integrated Freight & Logistics
CHRW,CH ROBINSON WWD.,2024,59.48,68.67,83.6,84.93,Industrials,Integrated Freight & Logistics
CHTR,CHARTER COMMS.CL.A,2020,66.61,72.89,61.0,71.68,Communication Services,Telecom Services
CHTR,CHARTER COMMS.CL.A,2021,64.05,74.44,56.92,67.17,Communication Services,Telecom Services
CHTR,CHARTER COMMS.CL.A,2022,69.12,72.63,58.98,53.64,Communication Services,Telecom Services
CHTR,CHARTER COMMS.CL.A,2023,65.62,71.62,59.37,50.9,Communication Services,Telecom Services
CHTR,CHARTER COMMS.CL.A,2024,66.22,70.97,58.93,50.31,Communication Services,Telecom Services
CI,CIGNA,2020,46.71,70.36,93.49,45.46,Healthcare,Healthcare Plans
CI,CIGNA,2021,39.92,64.78,93.79,37.03,Healthcare,Healthcare Plans
CI,CIGNA,2022,41.26,70.7,93.53,55.36,Healthcare,Healthcare Plans
CI,CIGNA,2023,42.55,64.0,92.55,46.64,Healthcare,Healthcare Plans
CI,CIGNA,2024,39.8,67.21,91.97,49.69,Healthcare,Healthcare Plans
CINF,CINCINNATI FINL.,2020,53.57,58.82,92.58,16.22,Financial Services,Insurance - Property & Casualty
CINF,CINCINNATI FINL.,2021,66.12,67.16,85.05,21.13,Financial Services,Insurance - Property & Casualty
CINF,CINCINNATI FINL.,2022,63.2,70.21,87.44,18.81,Financial Services,Insurance - Property & Casualty
CINF,CINCINNATI FINL.,2023,65.91,67.41,90.1,15.63,Financial Services,Insurance - Property & Casualty
CINF,CINCINNATI FINL.,2024,64.02,75.52,87.24,17.16,Financial Services,Insurance - Property & Casualty
CL,COLGATE-PALM.,2020,77.47,77.81,34.64,34.75,Consumer Defensive,Household & Personal Products
CL,COLGATE-PALM.,2021,70.32,76.6,39.98,39.53,Consumer Defensive,Household & Personal Products
CL,COLGATE-PALM.,2022,79.32,77.73,49.67,41.37,Consumer Defensive,Household & Personal Products
CL,COLGATE-PALM.,2023,60.65,71.84,48.08,39.2,Consumer Defensive,Household & Personal Products
CL,COLGATE-PALM.,2024,64.07,69.2,44.98,36.02,Consumer Defensive,Household & Personal Products
CLX,CLOROX,2020,81.51,76.04,43.81,24.22,Consumer Defensive,Household & Personal Products
CLX,CLOROX,2021,82.41,63.6,56.18,43.6,Consumer Defensive,Household & Personal Products
CLX,CLOROX,2022,63.96,70.36,60.13,32.23,Consumer Defensive,Household & Personal Products
CLX,CLOROX,2023,61.84,72.74,36.85,30.75,Consumer Defensive,Household & Personal Products
CLX,CLOROX,2024,60.65,66.0,38.59,30.19,Consumer Defensive,Household & Personal Products
CMCSA,COMCAST A,2020,65.78,77.75,80.29,74.55,Communication Services,Telecom Services
CMCSA,COMCAST A,2021,71.4,75.95,79.86,70.33,Communication Services,Telecom Services
CMCSA,COMCAST A,2022,71.07,75.83,87.86,68.58,Communication Services,Telecom Services
CMCSA,COMCAST A,2023,71.28,77.5,81.25,68.7,Communication Services,Telecom Services
CMCSA,COMCAST A,2024,70.67,78.08,72.87,75.01,Communication Services,Telecom Services
CME,CME GROUP,2020,61.15,46.02,48.88,44.76,Financial Services,Financial Data & Stock Exchanges
CME,CME GROUP,2021,68.2,38.72,56.53,45.03,Financial Services,Financial Data & Stock Exchanges
CME,CME GROUP,2022,67.74,47.85,57.06,48.14,Financial Services,Financial Data & Stock Exchanges
CME,CME GROUP,2023,68.24,51.9,57.7,58.37,Financial Services,Financial Data & Stock Exchanges
CME,CME GROUP,2024,67.38,41.01,43.22,58.83,Financial Services,Financial Data & Stock Exchanges
CMG,CHIPOTLE MEXN.GRILL,2020,50.43,70.82,71.53,64.99,Consumer Cyclical,Restaurants
CMG,CHIPOTLE MEXN.GRILL,2021,52.41,68.88,68.49,67.42,Consumer Cyclical,Restaurants
CMG,CHIPOTLE MEXN.GRILL,2022,77.97,67.79,67.53,62.56,Consumer Cyclical,Restaurants
CMG,CHIPOTLE MEXN.GRILL,2023,77.66,58.57,73.99,60.73,Consumer Cyclical,Restaurants
CMG,CHIPOTLE MEXN.GRILL,2024,77.0,51.74,67.22,60.78,Consumer Cyclical,Restaurants
CMI,CUMMINS,2020,86.2,64.41,88.73,91.38,Industrials,Specialty Industrial Machinery
CMI,CUMMINS,2021,92.89,57.54,74.89,91.48,Industrials,Specialty Industrial Machinery
CMI,CUMMINS,2022,90.64,58.43,70.1,88.4,Industrials,Specialty Industrial Machinery
CMI,CUMMINS,2023,89.16,72.01,70.56,84.38,Industrials,Specialty Industrial Machinery
CMI,CUMMINS,2024,87.94,70.52,64.19,84.96,Industrials,Specialty Industrial Machinery
CMS,CMS ENERGY,2020,64.05,79.97,42.97,88.63,Utilities,Utilities - Regulated Electric
CMS,CMS ENERGY,2021,64.85,86.55,40.37,89.5,Utilities,Utilities - Regulated Electric
CMS,CMS ENERGY,2022,68.81,84.57,38.56,87.38,Utilities,Utilities - Regulated Electric
CMS,CMS ENERGY,2023,66.01,71.21,33.54,86.39,Utilities,Utilities - Regulated Electric
CMS,CMS ENERGY,2024,64.68,83.5,30.86,86.29,Utilities,Utilities - Regulated Electric
CNC,CENTENE,2020,70.24,62.29,78.52,57.29,Healthcare,Healthcare Plans
CNC,CENTENE,2021,70.98,63.08,76.31,54.1,Healthcare,Healthcare Plans
CNC,CENTENE,2022,70.71,65.09,87.25,75.54,Healthcare,Healthcare Plans
CNC,CENTENE,2023,71.31,53.65,84.26,70.18,Healthcare,Healthcare Plans
CNC,CENTENE,2024,70.85,53.32,44.6,75.34,Healthcare,Healthcare Plans
CNP,CENTERPOINT EN.,2020,49.7,68.54,79.52,67.57,Utilities,Utilities - Regulated Electric
CNP,CENTERPOINT EN.,2021,51.64,74.75,86.68,66.44,Utilities,Utilities - Regulated Electric
CNP,CENTERPOINT EN.,2022,57.04,75.22,85.73,66.55,Utilities,Utilities - Regulated Electric
CNP,CENTERPOINT EN.,2023,55.27,77.51,85.93,67.49,Utilities,Utilities - Regulated Electric
CNP,CENTERPOINT EN.,2024,55.54,77.31,86.96,66.23,Utilities,Utilities - Regulated Electric
COF,CAPITAL ONE FINL.,2020,46.77,56.14,89.45,60.16,Financial Services,Credit Services
COF,CAPITAL ONE FINL.,2021,68.68,59.68,79.76,65.56,Financial Services,Credit Services
COF,CAPITAL ONE FINL.,2022,74.03,66.85,80.42,87.92,Financial Services,Credit Services
COF,CAPITAL ONE FINL.,2023,75.53,68.65,87.43,76.31,Financial Services,Credit Services
COF,CAPITAL ONE FINL.,2024,77.38,65.97,86.41,66.58,Financial Services,Credit Services
COIN,COINBASE GLOBAL A,2020,74.21,39.61,62.78,39.84,Financial Services,Financial Data & Stock Exchanges
COIN,COINBASE GLOBAL A,2021,70.2,45.59,59.36,41.77,Financial Services,Financial Data & Stock Exchanges
COIN,COINBASE GLOBAL A,2022,44.06,42.14,66.07,59.1,Financial Services,Financial Data & Stock Exchanges
COIN,COINBASE GLOBAL A,2023,41.14,42.05,70.04,55.01,Financial Services,Financial Data & Stock Exchanges
COIN,COINBASE GLOBAL A,2024,46.5,43.97,66.91,45.8,Financial Services,Financial Data & Stock Exchanges
COO,COOPER COS.,2020,35.69,3.65,68.0,86.03,Healthcare,Medical Instruments & Supplies
COO,COOPER COS.,2021,40.41,4.31,73.96,91.27,Healthcare,Medical Instruments & Supplies
COO,COOPER COS.,2022,44.45,13.39,64.01,87.31,Healthcare,Medical Instruments & Supplies
COO,COOPER COS.,2023,42.11,17.3,54.33,79.18,Healthcare,Medical Instruments & Supplies
COO,COOPER COS.,2024,44.71,15.66,70.82,87.09,Healthcare,Medical Instruments & Supplies
COP,CONOCOPHILLIPS,2020,75.49,70.91,53.73,52.16,Energy,Oil & Gas E&P
COP,CONOCOPHILLIPS,2021,72.96,75.29,55.27,35.48,Energy,Oil & Gas E&P
COP,CONOCOPHILLIPS,2022,70.13,61.25,58.56,47.95,Energy,Oil & Gas E&P
COP,CONOCOPHILLIPS,2023,65.65,55.63,57.61,54.37,Energy,Oil & Gas E&P
COP,CONOCOPHILLIPS,2024,63.56,47.31,56.11,51.5,Energy,Oil & Gas E&P
COR,CENCORA,2020,58.71,44.84,84.11,50.89,Healthcare,Medical Distribution
COR,CENCORA,2021,66.87,83.85,83.58,48.71,Healthcare,Medical Distribution
COR,CENCORA,2022,82.49,84.01,82.15,60.02,Healthcare,Medical Distribution
COR,CENCORA,2023,74.68,80.94,79.07,56.28,Healthcare,Medical Distribution
COR,CENCORA,2024,75.13,76.9,78.55,70.24,Healthcare,Medical Distribution
COST,COSTCO WHOLESALE,2020,57.76,51.34,54.31,83.68,Consumer Defensive,Discount Stores
COST,COSTCO WHOLESALE,2021,55.27,45.3,49.46,77.8,Consumer Defensive,Discount Stores
COST,COSTCO WHOLESALE,2022,49.98,59.36,41.97,81.66,Consumer Defensive,Discount Stores
COST,COSTCO WHOLESALE,2023,73.91,62.75,51.47,89.67,Consumer Defensive,Discount Stores
COST,COSTCO WHOLESALE,2024,71.94,62.6,33.62,86.14,Consumer Defensive,Discount Stores
CPAY,CORPAY,2020,77.7,72.12,35.95,84.55,Technology,Software - Infrastructure
CPAY,CORPAY,2021,82.12,61.85,40.43,81.19,Technology,Software - Infrastructure
CPAY,CORPAY,2022,84.32,62.9,41.28,79.69,Technology,Software - Infrastructure
CPAY,CORPAY,2023,81.78,54.92,41.99,77.93,Technology,Software - Infrastructure
CPAY,CORPAY,2024,77.97,69.26,39.25,78.35,Technology,Software - Infrastructure
CPB,THE CAMPBELL S COMPANY,2020,53.14,73.97,84.35,75.63,Consumer Defensive,Packaged Foods
CPB,THE CAMPBELL S COMPANY,2021,53.85,,82.74,75.79,Consumer Defensive,Packaged Foods
CPB,THE CAMPBELL S COMPANY,2022,46.09,63.63,83.42,54.36,Consumer Defensive,Packaged Foods
CPB,THE CAMPBELL S COMPANY,2023,43.11,65.08,70.66,79.83,Consumer Defensive,Packaged Foods
CPB,THE CAMPBELL S COMPANY,2024,46.56,64.12,69.78,74.02,Consumer Defensive,Packaged Foods
CPRT,COPART,2020,66.6,79.47,93.93,70.83,Industrials,Specialty Business Services
CPRT,COPART,2021,65.78,73.23,93.86,80.73,Industrials,Specialty Business Services
CPRT,COPART,2022,71.2,75.5,91.97,76.77,Industrials,Specialty Business Services
CPRT,COPART,2023,66.2,84.15,91.18,79.68,Industrials,Specialty Business Services
CPRT,COPART,2024,65.78,83.2,89.38,74.32,Industrials,Specialty Business Services
CPT,CAMDEN PROPERTY TST.,2020,59.54,67.06,74.15,72.99,Real Estate,REIT - Residential
