date,ticker,return
2020-02-29,A,-0.06649702106662736
2020-03-31,A,-0.07071497529367943
2020-04-30,A,0.07309517365609519
2020-05-31,A,0.14975237508128325
2020-06-30,A,0.0026094792800548383
2020-07-31,A,0.0923649235970494
2020-08-31,A,0.04245829701386472
2020-09-30,A,0.005178176240359544
2020-10-31,A,0.01139266545850548
2020-11-30,A,0.1471328971829715
2020-12-31,A,0.013601480090371432
2021-01-31,A,0.014178227113426312
2021-02-28,A,0.017476825373554883
2021-03-31,A,0.04153364965415318
2021-04-30,A,0.05112462016252062
2021-05-31,A,0.035170467604981326
2021-06-30,A,0.07007905663382386
2021-07-31,A,0.036668779966134046
2021-08-31,A,0.14664629008327856
2021-09-30,A,-0.10223968750221113
2021-10-31,A,-0.00025379773796785354
2021-11-30,A,-0.040650877051877865
2021-12-31,A,0.05798540350678638
2022-01-31,A,-0.12734084422241176
2022-02-28,A,-0.06308019843944235
2022-03-31,A,0.015111972727298362
2022-04-30,A,-0.09869272389818884
2022-05-31,A,0.07118539993988438
2022-06-30,A,-0.06890874553452442
2022-07-31,A,0.1290729659787362
2022-08-31,A,-0.04193028759686712
2022-09-30,A,-0.052241662350217766
2022-10-31,A,0.13821472607991137
2022-11-30,A,0.12214122939952898
2022-12-31,A,-0.034391611863837546
2023-01-31,A,0.017753493972739287
2023-02-28,A,-0.06647813387971457
2023-03-31,A,-0.02556889575466781
2023-04-30,A,-0.021035217458210576
2023-05-31,A,-0.1445141690884456
2023-06-30,A,0.039595353210056805
2023-07-31,A,0.014574199178976732
2023-08-31,A,-0.005748587942314809
2023-09-30,A,-0.07640208686093697
2023-10-31,A,-0.07556784599258681
2023-11-30,A,0.23882810415300715
2023-12-31,A,0.087871734806662
2020-02-29,AAPL,-0.11679754644474061
2020-03-31,AAPL,-0.06755365701476979
2020-04-30,AAPL,0.15537357924738981
2020-05-31,AAPL,0.0821647835333501
2020-06-30,AAPL,0.15049223580884297
2020-07-31,AAPL,0.16513168544310353
2020-08-31,AAPL,0.21437955306980538
2020-09-30,AAPL,-0.10090808105896554
2020-10-31,AAPL,-0.06001212526402411
2020-11-30,AAPL,0.09360664121359497
2020-12-31,AAPL,0.11649644005278925
2021-01-31,AAPL,-0.005501521361853001
2021-02-28,AAPL,-0.08108512139037849
2021-03-31,AAPL,0.008844968541894094
2021-04-30,AAPL,0.07621783883918543
2021-05-31,AAPL,-0.052107360982229456
2021-06-30,AAPL,0.10097645939173172
2021-07-31,AAPL,0.06498232548376048
2021-08-31,AAPL,0.04092942679220357
2021-09-30,AAPL,-0.06664010187378522
2021-10-31,AAPL,0.05865734347772977
2021-11-30,AAPL,0.10347121392347436
2021-12-31,AAPL,0.07579668062128975
2022-01-31,AAPL,-0.01571223337171679
2022-02-28,AAPL,-0.05526954858416966
2022-03-31,AAPL,0.05882065454699159
2022-04-30,AAPL,-0.09713063210531936
2022-05-31,AAPL,-0.055883607802049706
2022-06-30,AAPL,-0.08007992782870399
2022-07-31,AAPL,0.18863361959983305
2022-08-31,AAPL,-0.032551805366410225
2022-09-30,AAPL,-0.11975596593966287
2022-10-31,AAPL,0.10955138547673182
2022-11-30,AAPL,-0.0346287798443109
2022-12-31,AAPL,-0.120816772412359
2023-01-31,AAPL,0.11052096732691075
2023-02-28,AAPL,0.021623292161394136
2023-03-31,AAPL,0.1203569286558781
2023-04-30,AAPL,0.02898711384754704
2023-05-31,AAPL,0.04461342809672275
2023-06-30,AAPL,0.09584351852110373
2023-07-31,AAPL,0.012785560384723782
2023-08-31,AAPL,-0.04367514822950047
2023-09-30,AAPL,-0.08744769447969714
2023-10-31,AAPL,-0.0025699900935255426
2023-11-30,AAPL,0.11231477638053589
2023-12-31,AAPL,0.014917820692222472
2020-02-29,ABBV,0.07217929154622293
2020-03-31,ABBV,-0.11107211246029425
2020-04-30,ABBV,0.07888175004599751
2020-05-31,ABBV,0.14418590884890792
2020-06-30,ABBV,0.0594585023203964
2020-07-31,ABBV,-0.03330631103814741
2020-08-31,ABBV,0.02137692086344778
2020-09-30,ABBV,-0.08541303710838799
2020-10-31,ABBV,-0.028427759384675566
2020-11-30,ABBV,0.24564242604415454
2020-12-31,ABBV,0.024574662315931306
2021-01-31,ABBV,-0.0435837923913146
2021-02-28,ABBV,0.06362325093645427
2021-03-31,ABBV,0.004455288688297809
2021-04-30,ABBV,0.030308475677724767
2021-05-31,ABBV,0.02759042589216021
2021-06-30,ABBV,-0.00494691749882481
2021-07-31,ABBV,0.032492950635437445
2021-08-31,ABBV,0.050098830561466245
2021-09-30,ABBV,-0.10688848695780073
2021-10-31,ABBV,0.06303882436704944
2021-11-30,ABBV,0.017507430377474265
2021-12-31,ABBV,0.17453168918828177
2022-01-31,ABBV,0.011004338929430979
2022-02-28,ABBV,0.09068162794877588
2022-03-31,ABBV,0.09704253456471879
2022-04-30,ABBV,-0.0939485015122562
2022-05-31,ABBV,0.011863414126976224
2022-06-30,ABBV,0.03928889789661172
2022-07-31,ABBV,-0.0630061524004838
2022-08-31,ABBV,-0.054297544746749526
2022-09-30,ABBV,-0.0018595666666516575
2022-10-31,ABBV,0.09082800570234784
2022-11-30,ABBV,0.11215862749904626
2022-12-31,ABBV,0.0026680149387703356
2023-01-31,ABBV,-0.0857618886283007
2023-02-28,ABBV,0.05152591199808376
2023-03-31,ABBV,0.03554258140118671
2023-04-30,ABBV,-0.05176632039907503
2023-05-31,ABBV,-0.07868474303347783
2023-06-30,ABBV,-0.023412788209088986
2023-07-31,ABBV,0.11022061767141222
2023-08-31,ABBV,-0.006623671141902654
2023-09-30,ABBV,0.014289587608453003
2023-10-31,ABBV,-0.052864822356223695
2023-11-30,ABBV,0.018666023971770196
2023-12-31,ABBV,0.08834900626940434
2021-01-31,ABNB,0.2508855658406859
2021-02-28,ABNB,0.12372706320626836
2021-03-31,ABNB,-0.08921736427220628
2021-04-30,ABNB,-0.0810364772251575
2021-05-31,ABNB,-0.18707666933805167
2021-06-30,ABNB,0.0907407838105545
2021-07-31,ABNB,-0.059618681723918376
2021-08-31,ABNB,0.07624478442575677
